#,Procedimiento,"Nombre o razón social del proveedor",Ejercicio,Trimestre,"Sujeto obligado contratante","Sujeto obligado solicitante","Número de contrato","Objeto del contrato",Descripción,"Fundamento jurídico","Fecha de celebración","Fecha de inicio","Fecha de término","Monto original de contrato","Archivo del contrato en PDF","Área responsable de la información","Fecha de validación",Año,"Fecha de actualización",Nota,Estatus,"Monto modificado","Monto total","Monto pagado a la fecha"
1,"Licitación pública","María Isabel Arvide Limón",2015,"2o Trimestre (Abril-Junio)",,*prueba,"Sin contrato","Sin contrato","Sin contrato","Sin contrato",,,,"$ 0.00",Ciclo_de_Vida_Proyectos.pdf,,,,,,Activo,$0.00,"$ 0.00","$ 0.00"
139,"Adjudicación directa","Ignacio Leonardo Rocha Álvarez",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",148/2016,"Cobertura de Propaganda Televisiva del Gobierno del Estado
 
 ","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 282,000.00",148_IGNACIO_ROCHA.pdf,"Dirección Administrativa/UV",,2016,,,Activo,$0.00,"$ 282,000.00","$ 282,000.00"
140,"Adjudicación directa","Grupo Mexmedia  S.A. de C.V.",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",150/2016,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial
 ",,,,"$ 233,100.00",150-GRUPO_MEX_MEDIA_SA_DE_CV.pdf,"Dirección Administrativa/UV",,2016,,,Activo,$0.00,"$ 233,100.00","$ 233,100.00"
141,"Adjudicación directa","Especialistas en Medios S.A. de C.V.",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",085/2016,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 156,310.00",085_Especialista_en__Medios_SA_de_CV.pdf,"Dirección Administrativa/UV",,2016,,,Activo,$0.00,"$ 156,310.00","$ 156,310.00"
142,"Adjudicación directa","Reyna Marin Urgell",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",035/2016,"Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 199,800.00",035-REYNA_MARIN_URGELL.pdf,"Dirección Administrativa/UV",,2016,,,Activo,$0.00,"$ 199,800.00","$ 199,800.00"
143,"Adjudicación directa","Fernando Guadalupe Meraz Mejorado",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",165/2016,"Cobertura Periodística del Gobierno del Estado","El Proveedor tiene el perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 104,400.00",165_Fernando_Guadalupe.pdf,"Dirección Administrativa/UV",,2016,,,Activo,$0.00,"$ 104,400.00","$ 104,400.00"
144,"Adjudicación directa","Luis Armando Aguilar Muñoz",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",107/2016,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 464,000.00",107_Luis_Armando.pdf,"Dirección Administrativa/UV",,2016,,,Activo,$0.00,"$ 464,000.00","$ 464,000.00"
145,"Adjudicación directa","Novedades de Quintana Roo S.A. de C.V.",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",153/2016,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 8,360,360.32",153_NOVEDADES_DE_QUINTANA_ROO.pdf,"Dirección Administrativa/UV",,2016,,,Activo,$0.00,"$ 8,360,360.32","$ 8,360,360.32"
146,"Adjudicación directa","Manville George Berry Corral",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",210/2016,"Cobertura de  Propaganda Radiofónica Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 196,981.14",210_MANVILLE_GEORGE_BERRY_CORRAL.pdf,"Dirección Administrativa/UV",,2016,,,Activo,$0.00,"$ 196,981.14","$ 196,981.14"
147,"Adjudicación directa","Novedades de Quintana Roo S.A. de C.V.",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",154/2016,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 6,964,180.16",154_NOVEDADES_DE_QUINTANA_ROO.pdf,"Dirección Administrativa/UV",,2016,,,Activo,$0.00,"$ 6,964,180.16","$ 6,964,180.16"
148,"Adjudicación directa","Alfonso Cox Tun",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",134/2016,"Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 22,105.66",134_Alfonso.pdf,"Dirección Administrativa/UV",,2016,,,Activo,$0.00,"$ 22,105.66","$ 22,105.66"
149,"Adjudicación directa","Eduardo Ochoa Guerrero",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",164/2016,"Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 66,600.00",164_Eduardo.pdf,"Dirección Administrativa/UV",,2016,,,Activo,$0.00,"$ 66,600.00","$ 66,600.00"
150,"Adjudicación directa","El Financiero Marketing S.A. de C.V.",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",199/2016,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 5,000,000.55",199_EL_FINANCIERO_MARKETING_S.A._DE_C.V..pdf,"Dirección Administrativa/UV",,2016,,,Activo,$0.00,"$ 5,000,000.55","$ 5,000,000.55"
151,"Adjudicación directa","Crea Actividad Vera S.A. de C.V.",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",155/2016,"Cobertura de Propaganda Radiofonica del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 1,039,200.06",155_CREA_ACTIVIDAD_VERA.pdf,"Dirección Administrativa/UV",,2016,,,Activo,$0.00,"$ 1,039,200.06","$ 1,039,200.06"
152,"Adjudicación directa","Crea Actividad Vera S.A. de C.V.",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",156/2016,"Cobertura de Propaganda Radiofonica del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 700,799.94",156_CREA_ACTIVIDAD.pdf,"Dirección Administrativa/UV",,2016,,,Activo,$0.00,"$ 700,799.94","$ 700,799.94"
153,"Adjudicación directa","Proyectos, Productos y Servicios de la Península S.A. de C.V.",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",121/2016,"El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 7,656,000.00",121-PROYECTOS_PRODUCTOS_Y_SERVICIOS_DE_LA_PENINSULA_SA_DE_CV.pdf,"Dirección Administrativa/UV",,2016,,,Activo,$0.00,"$ 7,656,000.00","$ 7,656,000.00"
154,"Adjudicación directa","Organización Editorial Millastro S.A. de C.V.",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",138/2016,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 1,740,000.00",138_Organizacion_Editorial_Millastro_SA_de_CV.pdf,"Dirección Administrativa/UV",,2016,,,Activo,$0.00,"$ 1,740,000.00","$ 1,740,000.00"
155,"Adjudicación directa","Prime Effect S.A. de C.V.",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",157/2016,"Cobertura Publicitaria del Gobierno del Estado
 
 ","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 1,624,000.00",157-PRIME_EFFECT_SA_DE_CV.pdf,"Dirección Administrativa/UV",,2016,,,Activo,$0.00,"$ 1,624,000.00","$ 1,624,000.00"
156,"Adjudicación directa","Roció Guadalupe Ortega Pereira",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",103/2016,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",,,,"$ 118,693.14",103_Rocio_Guadalupe.pdf,"Dirección Administrativa/UV",,2016,,,Activo,$0.00,"$ 118,693.14","$ 118,693.14"
157,"Adjudicación directa","Organización Editorial Acuario S.A. de C.V.",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",159/2016,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",,,,"$ 14,616,000.00",159_ORGANIZACION_EDITORIAL_ACUARIO.pdf,"Dirección Administrativa/UV",,2016,,,Activo,$0.00,"$ 14,616,000.00","$ 14,616,000.00"
