#,"Número de factura",Proveedor,Contrato,Orden,Ejercicio,Trimestre,Monto,"Archivo factura en PDF (Vínculo al archivo)","Archivo factura en XML (Vínculo al archivo)","Fecha de erogación",Estatus
741,"Enero 158, febrero 162, marzo 167","Cuarto de Paz Video y Estilo S.A. de C.V.",032/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",181800.00,,,2016-03-31,Activo
742,"abril 175, mayo 180, junio 185","Cuarto de Paz Video y Estilo S.A. de C.V.",032/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",181800.00,,,2016-06-30,Activo
743,"julio 199, agosto 197, septiembre 202.","Cuarto de Paz Video y Estilo S.A. de C.V.",032/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",181800.00,,,2016-09-30,Activo
744,"abril 028, mayo 029, junio 030","José Roberto López",050/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",199800.00,,,2016-06-30,Activo
745,"julio 031, agosto 032, septiembre 033.","José Roberto López",050/2016,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",199800.00,,,2016-09-30,Activo
746,"Enero 089, febrero 090, marzo 092,","Gelfis Martinez",051/2016,"Sin orden de compra",2016,"1er Trimestre (Enero-Marzo)",66600.00,,,2016-03-31,Activo
747,"abril 093, mayo 094, junio 095.","Gelfis Martinez",051/2016,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",66600.00,,,2016-06-30,Activo
748,"186 B/ABRIL","Xlalibre Multimedios S. de RL.",006/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",58000.00,186_B_ABRIL_36grwegs5ni8w.pdf,,2017-04-30,Activo
749,"188 B/MAYO","Xlalibre Multimedios S. de RL.",006/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",58000.00,188_B_MAYO.pdf,,2017-05-30,Activo
750,"195 B/JUNIO","Xlalibre Multimedios S. de RL.",006/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",58000.00,195_B_JUNIO.pdf,,2017-06-30,Activo
751,"A 224/ABRIL","Cuarto de Paz Video y Estilo S.A. de C.V.",008/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",87000.00,A_224_ABRIL.pdf,,2017-04-30,Activo
752,"A 227/MAYO","Cuarto de Paz Video y Estilo S.A. de C.V.",008/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",46400.00,A_227_MAYO.pdf,,2017-05-17,Activo
753,"A 228/MAYO","Cuarto de Paz Video y Estilo S.A. de C.V.",008/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",23200.00,A_228_MAYO.pdf,,2017-05-25,Activo
754,"A 229/MAYO","Cuarto de Paz Video y Estilo S.A. de C.V.",008/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",17400.00,A_229_MAYO.pdf,,2017-05-31,Activo
755,"A 231/JUNIO","Cuarto de Paz Video y Estilo S.A. de C.V.",008/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",46400.00,A_231_JUNIO.pdf,,2017-06-18,Activo
756,"A 232/JUNIO","Cuarto de Paz Video y Estilo S.A. de C.V.",008/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",23200.00,A_232__JUNIO.pdf,,2017-06-25,Activo
757,"A 233/JUNIO","Cuarto de Paz Video y Estilo S.A. de C.V.",008/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",17400.00,A_233_JUNIO_bg2ue1u1a9eu.pdf,,2017-06-30,Activo
758,3915/ABRIL,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",2002624.00,3915-ABRIL..pdf,,2017-04-30,Activo
759,4003/MAYO,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",580000.00,4003-MAYO..pdf,,2017-05-31,Activo
760,40004/MAYO,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",760032.00,4004-MAYO..pdf,,2017-05-15,Activo
761,4005/MAYO,"Tv Azteca  S.A.B. de C.V.",009/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",662592.00,4005-MAYO..pdf,,2017-05-20,Activo
762,046/ABRIL,"Patricia Mayo Coello",010/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",240000.00,46_ABRIL.pdf,,2017-04-30,Activo
763,047/ABRIL,"Patricia Mayo Coello",010/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",50000.00,47_ABRIL.pdf,,2017-04-30,Activo
764,51/MAYO,"Patricia Mayo Coello",010/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",168200.00,51_MAYO.pdf,,2017-05-29,Activo
765,52/MAYO,"Patricia Mayo Coello",010/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",60900.00,52_MAYO.pdf,,2017-05-31,Activo
766,53/MAYO,"Patricia Mayo Coello",010/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",60900.00,53_MAYO.pdf,,2017-05-31,Activo
767,054/JUNIO,"Patricia Mayo Coello",010/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",168200.00,54_JUNIO.pdf,,2017-06-29,Activo
768,55/JUNIO,"Patricia Mayo Coello",010/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",60900.00,55_JUNIO.pdf,,2017-06-30,Activo
769,56/JUNIO,"Patricia Mayo Coello",010/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",60900.00,56_JUNIO.pdf,,2017-06-30,Activo
770,57/JULIO,"Patricia Mayo Coello",010/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",168200.00,57_JULIO.pdf,,2017-07-29,Activo
771,58/JULIO,"Patricia Mayo Coello",010/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",121800.00,58_JULIO.pdf,,2017-07-30,Activo
772,106/ABRIL,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",6275.60,106_ABRIL.pdf,,2017-04-06,Activo
773,107/ABRIL,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",92220.00,107_ABRIL.pdf,,2017-04-20,Activo
774,108/AABRIL,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",46110.00,108_ABRIL.pdf,,2017-04-20,Activo
775,109/ABRIL,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",46110.00,109_ABRIL.pdf,,2017-04-28,Activo
776,110/ABRIL,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",30740.00,110_ABRIL.pdf,,2017-04-10,Activo
777,111/ABRIL,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",30740.00,111_ABRIL.pdf,,2017-04-24,Activo
778,112/ABRIL,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",46110.00,112_ABRIL.pdf,,2017-04-28,Activo
779,113/ABRIL,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",63904.40,113_ABRIL.pdf,,2017-04-19,Activo
780,114/ABRIL,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",230550.00,114_ABRIL.pdf,,2017-04-28,Activo
781,115/ABRIL,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",15370.00,115_ABRIL.pdf,,2017-04-27,Activo
782,116/ABRIL,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",92220.00,116_ABRIL.pdf,,2017-04-28,Activo
783,117/ABRIL,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",553320.00,117_ABRIL.pdf,,2017-04-28,Activo
784,118/ABRIL,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",15370.00,118_ABRIL.pdf,,2017-04-17,Activo
785,119/ABRIL,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",92220.00,119_ABRIL.pdf,,2017-04-28,Activo
786,120/ABRIL,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",30740.00,120_ABRIL.pdf,,2017-09-01,Activo
787,130/MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",57945.48,130_MAYO.pdf,,2017-05-08,Activo
788,131/MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",19315.16,131_MAYO.pdf,,2017-05-08,Activo
789,132/MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",57945.48,132_MAYO.pdf,,2017-05-10,Activo
790,133/MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",19315.16,133_MAYO.pdf,,2017-05-09,Activo
791,134/MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",102660.00,134_MAYO.pdf,,2017-05-12,Activo
792,135/MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",77260.64,135_MAYO.pdf,,2017-05-18,Activo
793,136MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",30740.00,136_MAYO.pdf,,2017-05-12,Activo
794,137/MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",77260.64,137_MAYO.pdf,,2017-05-20,Activo
795,138/MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",34220.00,138_MAYO.pdf,,2017-05-16,Activo
796,139/MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",19315.16,139_MAYO_157k7a98o71q.pdf,,2017-05-16,Activo
797,140/MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",34220.00,140_MAYO.pdf,,2017-05-15,Activo
798,141/MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",77260.64,141_MAYO.pdf,,2017-05-25,Activo
799,142/MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",102660.00,142_MAYO.pdf,,2017-05-19,Activo
800,143/MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",27387.60,143_MAYO.pdf,,2017-05-30,Activo
801,144/MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",101500.00,144_MAYO.pdf,,2017-05-26,Activo
802,145/MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",19315.16,145_MAYO.pdf,,2017-05-02,Activo
803,146/MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",96575.80,146_MAYO.pdf,,2017-05-31,Activo
804,147/MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",77260.64,147_MAYO.pdf,,2017-05-30,Activo
805,148/MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",57945.48,148_MAYO.pdf,,2017-05-26,Activo
806,149/MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",19315.16,149_MAYO.pdf,,2017-05-25,Activo
807,150/MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",77260.64,150_MAYO.pdf,,2017-05-30,Activo
808,282/MAYO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",205320.00,282-MAYO.pdf,,2017-06-02,Activo
809,196/JUNIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",19315.16,196_JUNIO.pdf,,2017-06-08,Activo
810,197/JUNIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",96575.80,197_JUNIO.pdf,,2017-06-09,Activo
811,198/JUNIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",68440.00,198_JUNIO.pdf,,2017-06-09,Activo
812,200/JUNIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",19315.16,200_JUNIO.pdf,,2017-06-08,Activo
813,202/JUNIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",38630.32,202_JUNIO.pdf,,2017-06-23,Activo
814,203/JUNIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",57945.48,203_JUNIO.pdf,,2017-06-27,Activo
815,204/JUNIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",289727.40,204_JUNIO.pdf,,2017-06-30,Activo
816,205/JUNIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",193151.60,205_JUNIO.pdf,,2017-06-29,Activo
817,206/JUNIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",135206.12,206_JUNIO.pdf,,2017-06-30,Activo
818,207/JUNIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",27387.60,207_JUNIO.pdf,,2017-06-16,Activo
819,208/JUNIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",96575.80,208_JUNIO.pdf,,2017-06-28,Activo
820,209/JUNIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",173836.44,209_JUNIO.pdf,,2017-06-30,Activo
821,210/JUNIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",19315.16,210_JUNIO.pdf,,2017-06-12,Activo
822,211/JUNIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",34220.00,211_JUNIO.pdf,,2017-06-05,Activo
823,212/JUNIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2016,"2o Trimestre (Abril-Junio)",96575.80,212_JUNIO.pdf,,2017-06-22,Activo
824,213/JUNIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",25782.16,213_JUNIO.pdf,,2017-06-21,Activo
825,240/AGOSTO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",45646.00,240_AGOSTO.pdf,,2017-08-06,Activo
826,241/JULIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",57945.48,241_JULIO.pdf,,2017-07-28,Activo
827,242/JULIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",77260.64,242_JULIO.pdf,,2017-07-31,Activo
828,243/JULIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",96575.80,243_JULIO.pdf,,2017-07-28,Activo
829,244/JULIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",96575.80,244_JULIO_36h1kddcosaoc.pdf,,2017-07-28,Activo
830,245/JULIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",19315.16,245_JULIO.pdf,,2017-07-08,Activo
831,246/JULIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",34220.00,246_JULIO.pdf,,2017-07-13,Activo
832,247/JULIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",37333.44,247_JULIO.pdf,,2017-07-11,Activo
833,248/JULIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",173836.44,248_JULIO.pdf,,2017-07-31,Activo
834,249/JULIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",579454.80,249_JULIO.pdf,,2017-07-31,Activo
835,250/JULIO,"Editora de Medios Mapa S.A. de C.V",014/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",173836.44,250_JULIO.pdf,,2017-07-25,Activo
836,144/ABRIL,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",75457.54,144_ABRIL.pdf,,2017-04-16,Activo
837,145/ABRIL,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",180069.12,145_ABRIL.pdf,,2017-04-20,Activo
838,146/ABRIL,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",34298.88,146_ABRIL.pdf,,2017-04-10,Activo
839,147/ABRIL,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",141482.88,147_ABRIL_bg3scq00asxz.pdf,,2017-04-30,Activo
840,148/ABRIL,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",141482.88,148_ABRIL.pdf,,2017-04-30,Activo
841,149/ABRIL,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",123208.70,149_ABRIL.pdf,,2017-04-30,Activo
842,150/MAYO,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",68597.76,150_MAYO_bg3sjy3iw8r7.pdf,,2017-05-10,Activo
843,151/MAYO,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",162919.68,151_MAYO.pdf,,2017-05-19,Activo
844,152/MAYO,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",41158.66,152_MAYO.pdf,,2017-05-10,Activo
845,153/MAYO,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",51448.32,153_MAYO.pdf,,2017-05-12,Activo
846,154/MAYO,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",17149.44,158_MAYO.pdf,,2017-05-12,Activo
847,155/MAYO,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",89177.09,155_MAYO.pdf,,2017-05-20,Activo
848,156/MAYO,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",61737.98,156_MAYO.pdf,,2017-05-21,Activo
849,157/MAYO,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",89177.09,157_MAYO.pdf,,2017-05-31,Activo
850,158/MAYO,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",89177.09,158_MAYO_36h21eewl2yow.pdf,,2017-05-31,Activo
851,159/MAYO,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",25456.90,159_MAYO.pdf,,2017-05-24,Activo
852,43/JUNIO,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",53745.12,43_JUNIO.pdf,,2017-06-11,Activo
853,44/JUNIO,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",61737.98,44_JUNIO.pdf,,2017-06-22,Activo
854,45/JUNIO,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",64310.40,45_JUNIO.pdf,,2017-06-12,Activo
855,46/JUNIO,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",377287.68,46_JUNIO.pdf,,2017-06-30,Activo
856,47/JUNIO,"Akustik Media SAPI de CV",016/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",97751.81,47_JUNIO.pdf,,2017-06-30,Activo
857,"A 45835/ENERO","Novedades de Quintana Roo S.A. de C.V.",002/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",2875073.00,A_45835-ENERO..pdf,,2017-01-31,Activo
858,"A 46255/FEBRERO","Novedades de Quintana Roo S.A. de C.V.",002/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",2875073.00,A_46255-FEBRERO..pdf,,2017-02-28,Activo
859,"A 5024/ ABRIL","Megapublicidad Distribución S.A. de C.V.",017/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",127600.00,5024_ABRIL.pdf,,2017-04-30,Activo
860,"A 5025/ABRIL","Megapublicidad Distribución S.A. de C.V.",017/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",104400.00,5025_ABRIL.pdf,,2017-04-30,Activo
861,"A 46656/MARZO","Novedades de Quintana Roo S.A. de C.V.",002/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",2875073.00,A_46656-MARZO..pdf,,2017-03-31,Activo
862,"A 5027/MAYO","Megapublicidad Distribución S.A. de C.V.",017/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",127600.00,5027_MAYO.pdf,,2017-05-31,Activo
863,"A 5028/MAYO","Megapublicidad Distribución S.A. de C.V.",017/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",104400.00,5028_MAYO.pdf,,2017-05-31,Activo
864,"A 5044/JUNIO","Megapublicidad Distribución S.A. de C.V.",017/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",104400.00,5044_JUNIO.pdf,,2017-06-30,Activo
865,"A 5045/JUNIO","Megapublicidad Distribución S.A. de C.V.",017/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",127600.00,5045_JUNIO.pdf,,2017-06-30,Activo
866,"A 210/ENERO","Cuarto de Paz Video y Estilo S.A. de C.V.",008/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",87000.00,A_210_ENERO.pdf,,2017-01-31,Activo
867,"A 5077/JULIO","Megapublicidad Distribución S.A. de C.V.",017/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",127600.00,5077_JULIO.pdf,,2017-07-31,Activo
868,"A 211/FEBRERO","Cuarto de Paz Video y Estilo S.A. de C.V.",008/2017,"Sin orden de compra",2017,"1er Trimestre (Enero-Marzo)",87000.00,A_211_FEBRERO.pdf,,2017-02-28,Activo
869,"A 5078/JULIO","Megapublicidad Distribución S.A. de C.V.",017/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",104400.00,5078_JULIO.pdf,,2017-07-31,Activo
