#,"Número de contrato",Procedimiento,Proveedor,Ejercicio,Trimestre,Contratante,Solicitante,"Objeto del contrato",Descripción,"Fundamento jurídico","Fecha celebración","Fecha inicio","Fecha fin","Monto original del contrato","Monto modificado","Monto total","Monto pagado a la fecha","Archivo contrato en PDF (Vinculo al archivo)",Estatus
224,041/2016,"Adjudicación directa","Jesús Héctor Escamilla Mora",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.                                                                                                                                 ","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial                                                                                                                               ",2016-01-18,2016-01-01,2016-05-31,33000.05,0.00,33000.05,33000.05,041-Jesus_Hector_Escamilla_Mora.pdf,Activo
225,179/2016,"Adjudicación directa","Extreme Energy S.A. de C.V.",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2016-01-15,2016-01-01,2016-06-30,1392000.00,0.00,1392000.00,1392000.00,179-Extreme_Energy_S.A._de_C.V.pdf,Activo
226,229/2016,"Adjudicación directa","Extreme Energy S.A. de C.V.",2016,"2o Trimestre (Abril-Junio)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2016-05-17,2016-05-01,2016-05-31,307400.00,0.00,307400.00,307400.00,229_Expreme_Energy_S.A._de_C.V..pdf,Activo
227,240/2016,"Adjudicación directa","Extreme Energy S.A. de C.V.",2016,"2o Trimestre (Abril-Junio)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2016-06-01,2016-06-01,2016-06-30,678600.00,0.00,678600.00,678600.00,240_Expreme_Energy_S.A._de_C.V..pdf,Activo
228,239/2016,"Adjudicación directa","Meta Medio S.C.",2016,"2o Trimestre (Abril-Junio)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2016-06-29,2016-06-01,2016-06-30,4640000.00,0.00,4640000.00,4640000.00,239_Meta_Medio_S.C..pdf,Activo
229,247/2016,"Adjudicación directa","Turquesa Organización S.A. de C.V.",2016,"2o Trimestre (Abril-Junio)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura de  Propaganda Radiofónica Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2016-08-12,2016-06-01,2016-08-31,4060000.02,0.00,4060000.02,4060000.02,247_Turquesa_Organizacion_S.A._de_C.V..pdf,Activo
230,248/2016,"Adjudicación directa","Tv Azteca  S.A.B. de C.V.",2016,"3er Trimestre (Julio-Septiembre)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura de  Propaganda Televisiva del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2016-08-10,2016-08-01,2016-08-31,2320000.00,0.00,2320000.00,2320000.00,248_Tv_Azteca_S.A.B._de_C.V..pdf,Activo
231,255/2016,"Adjudicación directa","Tv Azteca  S.A.B. de C.V.",2016,"3er Trimestre (Julio-Septiembre)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura de  Propaganda Televisiva del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2016-09-14,2016-09-01,2016-09-30,5030078.38,0.00,5030078.38,5030078.38,255_Tv_Azteca_S.A.B._de_C.V..pdf,Activo
232,230/2016,"Adjudicación directa","Pedro Daniel Rodríguez Hernández",2016,"2o Trimestre (Abril-Junio)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2016-04-20,2016-04-01,2016-04-30,121471.70,0.00,121471.70,121471.00,230_Pedro_Daniel.pdf,Activo
233,249/2016,"Adjudicación directa","Pedro Daniel Rodríguez Hernández",2016,"3er Trimestre (Julio-Septiembre)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2016-08-12,2016-08-01,2016-08-31,364415.09,0.00,364415.09,364415.09,249_Pedro_Daniel.pdf,Activo
234,0007/2016,"Adjudicación directa","Promovisión del Caribe S.A. de C.V.",2016,"4o Trimestre (Octubre-Diciembre)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura de  Propaganda Televisiva del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación",2016-11-01,2016-12-01,2016-12-31,1496400.00,0.00,1496400.00,1496400.00,0007-2016_PROMOVISION_DEL_CARIBE_SA_DE_CV-_CARLOS_ISAIAZ_PEREZ_ZAFRA.pdf,Activo
235,042/2016,"Adjudicación directa","José Cruz Martinez",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",2016-01-18,2016-01-01,2016-08-31,88800.08,0.00,88800.08,88800.08,042_Jose_Cruz_Martinez.pdf,Activo
236,029/2016,"Adjudicación directa","Luna Medios, S.A. de C.V.",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura de  Propaganda Radiofónica Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2016-01-13,2016-01-01,2016-06-30,805860.00,0.00,805860.00,805860.00,029-Luna_Medios_S.A._de_C.V.-Lic._Ivan_Job_Sanchez_Nunez.pdf,Activo
237,030/2016,"Adjudicación directa","Luna Medios, S.A. de C.V.",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura de  Propaganda Radiofónica Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2016-01-13,2016-01-01,2016-06-30,799200.00,0.00,799200.00,799200.00,030-Luna_Medios_S.A._de_C.V.-Lic._Ivan_Job_Sanchez_Nunez.pdf,Activo
238,043/2016,"Adjudicación directa","Carlos Jesús Cirerol Vivas",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2016-01-18,2016-01-01,2016-07-31,525000.00,0.00,525000.00,525000.00,043-Carlos_Jesus_Cirerol_Vivas.pdf,Activo
239,044/2016,"Adjudicación directa","Pedro Daniel Rodríguez Hernández",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2016-01-18,2016-01-01,2016-09-30,1093245.30,0.00,1093245.30,1093245.30,044_PEDRO_DANIEL_RODRIGUEZ.pdf,Activo
240,045/2016,"Adjudicación directa","Corina Vásques Espinoza",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2016-01-18,2016-01-01,2016-08-31,106560.00,0.00,106560.00,106560.00,045_CORINA_VASQUEZ_ESPINOSA.pdf,Activo
241,046/2016,"Adjudicación directa","Mac Ediciones y Publicaciones S.A. de C.V.",2016,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2016-01-18,2016-01-01,2016-07-31,2842000.00,0.00,2842000.00,2842000.00,046-Mac_Ediciones_y_Publicaciones_S.A._de_C.V.-Martha_Patricia_Villanueva_Gutierrez.pdf,Activo
